ID_Wisata,Nama_Wisata,Kota,Kategori,Deskripsi_Wisata,Deskripsi_Clean
135,Kawasan Wisata Sosrowijayan,Yogyakarta,Pusat Perbelanjaan,"Tempat wisata Sosrowijayan memang selama ini dikenal sebagai Wisata Kampung bule, lokasinya sendiri berada di pusat kota Yogyakarta sehingga hampir tiap hari di lokasi ini banyak sekali pengunjungnya yang sangat padat. Bagi Anda yang ingin berkunjung ke sini, harus menggunakan kendaraan karena dari arah stasiun Tugu Anda tinggal berjalan selama 200 meter selanjutnya anda pun akan langsung menemukan daerah Sosrowijayan yang mempunyai tanda yaitu Sebuah Jalan Kecil menuju Barat dengan nama yang sama. Wisata unik sosrowijayan menjadi membagi dua daerah yaitu Sosrowijayan Wetan dan Sosrowijayan Kulon dan menjadi penghubung jalan Jogonegaran dan Jalan Malioboro. Akan tetapi untuk Sosrowijayan Wetan yang saat ini langsung terkenal sampai ke penjuru dunia dan dikenal sebagai Kampung turis kedua di Yogyakarta setelah Prawirotaman. Karena disebut Kampung bule maka disini pun anda akan melihat banyak sekali turis dari mancanegara yang menikmati suasana malam di Yogyakarta. Anda pun bisa melihat dua buah busuk seperti yang ada di daerah Prawirotaman ketika memasuki dan pertama. Di daerah ini banyak sekali buku yang dijual seperti novel berbahasa Inggris, buku kecil berbahasa Indonesia, dan beberapa buku yang berkualitas dan pastinya akan memberikan pendidikan bagi para pembacanya.",tempat wisata sosrowijayan memang lama kenal wisata kampung bule lokasi sendiri ada pusat kota yogyakarta hampir tiap hari lokasi banyak sekali unjung sangat padat ingin kunjung sini guna kendara arah stasiun tugu tinggal jalan lama meter lanjut langsung temu daerah sosrowijayan punya tanda buah jalan kecil tuju barat nama sama wisata unik sosrowijayan jadi bagi daerah sosrowijayan wetan sosrowijayan kulon jadi hubung jalan jogonegaran jalan malioboro tetapi sosrowijayan wetan saat langsung kenal ke penjuru dunia kenal kampung turis dua yogyakarta prawirotaman sebut kampung bule sini pun anda lihat banyak sekali turis dari mancanegara nikmat suasana malam yogyakarta anda pun lihat buah busuk daerah prawirotaman pasuk pertama di daerah banyak sekali buku jual novel bahasa inggris buku kecil bahasa indonesia beberapa buku yang kualitas pasti beri didik para baca
136,Grojogan Watu Purbo Bangunrejo,Yogyakarta,Taman Hiburan,"Objek wisata itu tak adalah Grojogan Watu Purbo yang berada di Bangunrejo, Merdikorejo, Kecamatan Tempel. Objek wisata itu sekitar setahun terakhir cukup populer di kalangan wisatawan karena memiliki pemandangan eksotis berupa air terjun yang memiliki enam tingkatan. Wisatawan yang datang rata-rata menjadikan air terjun itu sebagai latar untuk swafoto karena pemandangannya yang dinilai instagramable. Grojokan Watu Purbo ini tepatnya berlokasi di aliran Kali Krisak, yang merupakan jalur dari lahar dingin yang mengalir dari Gunung Merapi. Pemandangan kawasan ini eksotis karena dikepung pepohonan asri serta hamparan sawah. Munculnya air terjun atau grojogan ini berasal dari enam dam dengan ketinggian bervariasi tak lebih dari 10 meter.",objek wisata tak grojogan watu purbo ada bangunrejo merdikorejo camat tempel objek wisata sekitar tahun akhir cukup populer kalang wisatawan milik pandang eksotis upa air terjun milik enam tingkat wisatawan datang rata rata jadi air terjun bagai latar swafoto pandang nilai instagramable grojokan watu purbo tepat lokasi alir kali krisak rupa jalur lahar dingin alir gunung rapi pandang kawasan eksotis kepung pohon asri hampar sawah muncul air terjun grojogan asal enam dam tinggi variasi tak lebih meter
138,Jogja Exotarium,Yogyakarta,Taman Hiburan,"Di Yogyakarta, tepatnya di Sleman, ada satu tempat wisata edukasi yang patut dikunjungi. Namanya adalah Jogja Exotarium — terdengar unik, kan? Namun sebenarnya, tempat ini merupakan taman hewan berskala kecil. Koleksi hewannya beragam dan bisa diajak berinteraksi secara langsung",yogyakarta tepat sleman satu tempat wisata edukasi patut kunjung nama jogja exotarium dengar unik kan benar tempat rupa taman hewan skala kecil koleksi hewan agam bisa ajak interaksi langsung
139,Puncak Gunung Api Purba - Nglanggeran,Yogyakarta,Cagar Alam,"Gunung Nglanggeran adalah sebuah gunung di Daerah Istimewa Yogyakarta, Indonesia. Gunung ini merupakan suatu gunung api purba yang terbentuk sekitar 0,6-70 juta tahun yang lalu atau yang memiliki umur tersier (Oligo-Miosen). Gunung Nglanggeran memiliki batuan yang sangat khas karena didominasi oleh aglomerat dan breksi gunung api. Gunung ini terletak di Desa Nglanggeran, Kecamatan Patuk, Kabupaten Gunung Kidul yang berada pada deretan Pegunungan Baturagung.",gunung nglanggeran buah gunung daerah istimewa yogyakarta indonesia gunung rupa suatu gunung api purba bentuk juta tahun lalu milik umur tersier oligo miosen gunung nglanggeran milik batu sangat khas dominasi aglomerat breksi gunung api gunung letak desa nglanggeran camat patuk kabupaten gunung kidul yang ada deret gunung baturagung
140,Bendung Lepen,Yogyakarta,Taman Hiburan,"Bendung Lepen sendiri dulunya merupakan saluran irigasi yang tidak sebersih sekarang ini. Sebelumnya, tempat ini merupakan saluran irigasi yang kumuh disertai taman desa yang tak terurus. Namun, kesadaran para pemuda akan kebersihan lingkungan mengubah kali (sungai/lepen) yang semula begitu kotor menjadi tempat wisata yang disenangi banyak orang. Bendung Lepen sekarang menjadi indah dan dipenuhi ikan nila dan gurame. Jika dulunya hanya menjadi taman wisata yang tidak terurus dan kumuh, sekarang ini Bendung Lepen menjadi destinasi wisata yang nyaman dikunjungi bersama keluarga. Bahkan di kala pandemi COVID-19 ini, Bendung Lepen tidak kekurangan peminat. Masih banyak anak-anak yang menikmati senja dengan riang sambil memberi makan ikan di kali. Tentunya ditemani oleh orang tuanya yang juga bisa mencuci mata melihat aliran air yang jernih dengan ikan warna-warni yang berenang di kali. Selain itu, banyak juga anak muda yang duduk-duduk di taman sembari menikmati udara sore yang sejuk ditemani segelas es teh.",bendung lepen sendiri rupa salur irigasi bersih sekarang belum tempat rupa salur irigasi kumuh serta taman desa tak urus sadar pemuda bersih lingkung ubah kali sungai lepen mula kotor jadi tempat wisata nang banyak orang bendung lepen sekarang jadi indah penuh ikan nila gurame dulunya jadi taman wisata tidak urus kumuh sekarang bendung lepen jadi destinasi wisata nyaman kunjung sama keluarga bahkan kala pandemi covid bendung lepen tidak kurang minat banyak anak anak nikmat senja riang beri makan ikan kali tentu tani orang tua cuci mata lihat alir air jernih ikan warna warni renang kali itu banyak juga anak muda duduk duduk taman sembari nikmat udara sore sejuk tani gelas es teh
142,Ledok Sambi,Yogyakarta,Cagar Alam,"Desa wisata Ledok Sambi merupakan desa yang mempunyai nuansa alami asli Jogja, yang berlokasi dekat dengan Gunung Merapi atau berada di Jl. Kaliurang Km. 19,2 Padukuhan Sambi Desa Pakembinangun Kec. Pakem Kabupaten Sleman Daerah Istimewa Yogyakarta. Pemandangan alam yang indah dapat memberikan kesejukan, kesegaran dan ketentraman hati. Sepanjang mata memandang di Desa wisata ini anda akan disuguhkan bentangan luasnya persawahan yang alami dan asri dan juga pepohonan yang hijau nan rindang serta kejernihan air yang dimiliki wilayah Desa Wisata Ledok Sambi. Rumah-rumah Tradisional khas Jogja yang luas dijadikan sebagai tempat bermain sambil menikmati udara sejuk yang menenangkan hati jiwa dan pikiran.",desa wisata ledok sambi rupa desa punya nuansa alami asli jogja lokasi dekat gunung rapi ada jl kaliurang km padukuhan sambi desa pakembinangun kec pakem kabupaten sleman daerah istimewa yogyakarta pandang alam indah beri sejuk segar ketentraman hati panjang mata pandang desa wisata anda suguh bentang luas sawah alami asri juga pohon hijau nan rindang jernih air milik wilayah desa wisata ledok sambi rumah rumah tradisional khas jogja luas jadi tempat main nikmat udara sejuk tenang hati jiwa pikir
145,Desa Wisata Rumah Domes/Teletubbies,Yogyakarta,Taman Hiburan,"Kawasan desa teletubbies menjadi perhatian menarik berbagai media, sehingga menjadikan para wisatawan mulai berbondong-bondong datang kesana. Hingga sekarang kawasan ini menjadi objek wisata unik jogja yang menarik dikunjungi. Bagi kawan-kawan datawisata yang sedang berlibur atau berdomisili di Yogyakarta dan sekitar, coba deh rasakan sensasi wisata unik ini, setidaknya bisa dijadikan koleksi foto yang mengusung spot-spot kece instagenic. Mulanya objek wisata Rumah Domes merupakan bentuk bantuan dari NGO, kala itu Yogyakarta terkena musibah bencana alam gempa bumi. Di desa Nglepen setidaknya ada 80 bangunan mengusung desain rumah dome lengkap beserta fasilitas seperti warung makan, toilet umum, area parkir, tempat ibadah, rumah kesehatan dan balai desa yang kerap dimanfaatkan ketika ada hajatan atau acara budaya. Desa wisata Sumberharjo ini memiliki luas kurang lebih 2 hektar serta bangunan dibangun sejak tahun 2006. Selain disebut desa teletubbies, pemukiman disana juga sering disebut New Nglepen.",kawasan desa teletubbies jadi perhati tarik bagai media jadi wisatawan mulai bondong bondong datang kesana hingga sekarang kawasan jadi objek wisata unik jogja tarik kunjung kawan kawan datawisata sedang libur domisili yogyakarta sekitar coba deh rasa sensasi wisata unik jadi koleksi foto usung spot spot kece instagenic mula objek wisata rumah domes rupa bentuk bantu ngo kala yogyakarta kena musibah bencana alam gempa bumi desa nglepen tidak ada bangun usung desain rumah dome lengkap serta fasilitas warung makan toilet umum area parkir tempat ibadah rumah sehat balai desa kerap manfaat ada hajat acara budaya desa wisata sumberharjo milik luas kurang lebih hektar bangun bangun sejak tahun sebut desa teletubbies mukim sana sering sebut new nglepen
146,Bukit Wisata Pulepayung,Yogyakarta,Cagar Alam,"Pule Payung Yogyakarta. Sebuah objek wisata populer yang menyajikan keindahan alam dari ketinggian 500 mdpl. Bukit Wisata Pule Payung Yogyakarta merupakan kawasan wisata yang dipenuhi dengan kreativitas yang tinggi, merubah zona biasa menjadi luar biasa. Daya tarik yang pertama dari Pule Payung Yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan. Sehingga, orang-orang menyebutnya dengan Bukit Wisata. Ketinggian Pule Payung Yogyakarta sekitar 500 mdpl, serta jalan menuju Pule Payung Yogyakarta dapat ditempuh dengan kendaraan roda dua, maupun roda empat. Pesona keindahan Waduk Sermo dapat terlihat jelas saat berada di Pule Payung. Waduk eksotis yang dikelilingi pegunungan yang masih asri. Dan Pule Payung Yogyakarta adalah bukit yang notabene sebagai destinasi wisata alam, diberikan sentuhan kreativitas, serta memprioritaskan aspek keamanan di setiap spotnya, akhirnya menjadi wisata favorit di Jogja.",pule payung yogyakarta buah objek wisata populer saji indah alam tinggi mdpl bukit wisata pule payung yogyakarta rupa kawasan wisata penuh kreativitas tinggi rubah zona biasa jadi luar biasa daya tarik pertama pule payung yogyakarta objek wisata saji pesona alam gunung orang orang sebut bukit wisata tinggi pule payung yogyakarta mdpl jalan tuju pule payung yogyakarta tempuh kendara roda maupun roda empat pesona indah waduk sermo lihat jelas ada pule payung waduk eksotis keliling gunung masih asri pule payung yogyakarta bukit notabene destinasi wisata alam beri sentuh kreativitas prioritas aspek aman tiap spotnya akhir jadi wisata favorit jogja
147,Bentara Budaya Yogyakarta (BBY),Yogyakarta,Budaya,"Bentara Budaya Yogyakarta adalah pusat budaya yang terletak di Yogyakarta, Indonesia. Bentara Budaya Yogyakarta dibuka pada 26 September 1982, didanai oleh Kompas Gramedia Group. Bentara Budaya Yogyakarta adalah cabang dari Bentara Budaya Jakarta, sebuah lembaga budaya yang dikelola oleh Kompas Gramedia Group yang juga memiliki beberapa pusat budaya di Jakarta, Surakarta (sebagai Balai Soedjatmoko), dan Bali.",bentara budaya yogyakarta pusat budaya letak yogyakarta indonesia bentara budaya yogyakarta buka september dana kompas gramedia group bentara budaya yogyakarta cabang bentara budaya jakarta buah lembaga budaya kelola kompas gramedia group juga milik beberapa pusat budaya jakarta surakarta balai soedjatmoko bal
149,Goa Cerme,Yogyakarta,Cagar Alam,"Gua Cerme (bahasa Jawa: ꦒꦸꦮ​ꦕꦺꦂꦩꦺ, translit. Gua Cerme) adalah gua bersejarah dan sekaligus tempat wisata yang terletak di Dusun Srunggo, Desa Selopamioro, Kecamatan Imogiri, Kabupaten Bantul atau sekitar 20 km selatan Kota Yogyakarta. Gua Cerme memiliki panjang 1,5 km yang tembus hingga sendang di wilayah Panggang, yaitu di Dusun Ploso, Desa Giritirto, Kecamatan Purwosari, Kabupaten Gunungkidul.\nDi samping gua Cerme, di sekitarnya terdapat gua lain yang lebih kecil seperti Goa Dalang, Goa Ledek, Goa Badut dan Goa Kaum yang sering digunakan untuk bersemedi. Untuk mencapai gua, terdapat tangga setinggi 759 m. Kata cerme berasal dari kata ceramah yang mengisyaratkan pembicaraan yang dilakukan walisongo. Gua Cerme dulunya digunakan oleh para Walisongo untuk menyebarkan agama Islam di Jawa. Selain itu, Gua Cerme juga digunakan untuk membahas rencana pendirian Masjid Agung Demak. Setiap Senin atau Selasa wage, selalu diadakan upacara syukuran untuk meminta berkah kepada Tuhan.",gua cerme bahasa jawa translit gua cerme gua sejarah sekaligus tempat wisata letak dusun srunggo desa selopamioro camat imogiri kabupaten bantul sekitar km selatan kota yogyakarta gua cerme milik panjang km tembus hingga sendang wilayah panggang dusun ploso desa giritirto camat purwosari kabupaten gunungkidul ndi samping gua cerme sekitar dapat gua lebih kecil goa dalang goa ledek goa badut goa kaum sering guna bersemedi capai gua dapat tangga setinggi m kata cerme asal kata ceramah isyarat bicara yang laku walisongo gua cerme guna para walisongo sebar agama islam di jawa itu gua cerme guna bahas rencana diri masjid agung demak senin selasa wage selalu ada upacara syukur minta berkah tuhan
150,Wisata Kraton Jogja,Yogyakarta,Budaya,"Kraton Jogja adalah sebuah komplek kerajaan yang berada tepat berdiri di tengah kota Yogyakarta. Kraton yang didirikan seiring perjanjian giyanti pada tahun 1755 yang memecah Kerajaan Mataram Islam menjadi Kerajaan Ngayogyakarta Surakarta ini menyimpan keindahan arsitektur jawa yang tidak diragukan lagi, dan merupakan salah komplek istana terbaik di tanah jawa. Keindahan Kraton Jogja ini tidak terlepas dari pendirinya, yaitu Sri Sultan Hamengkubuwono I yang merupakan arsitek dari kerajaannya ini. Apabila anda sedang wisata ke Kraton Jogja maka apabila anda dari Jalan Malioboro pertama anda akan disambut oleh Gapura Pangurakan yang berasitrektur jawa kental yang bersebelahan dengan bangunan-bangunan Hindia Belanda. Setelah memasukinya anda akan memasuki Alun-alun Utara yang memiliki area yang cukup luas. Di sekelilingnya terdapat Joglo-joglo tertutup yang disebut Gedhong dan terbuka yang dinamakan Tratag. Di area ini terdapat beberapa pilihan kuliner yang sangat pas anda kunjungi sebelum anda memasuki kompleks Kraton Yogyakarta, sehingga anda tidak merasa kelaparan.",kraton jogja buah komplek raja ada tepat diri tengah kota yogyakarta kraton diri iring janji giyanti tahun pecah raja mataram islam jadi raja ngayogyakarta surakarta simpan indah arsitektur jawa ragu rupa salah komplek istana baik tanah jawa indah kraton jogja tidak lepas diri sri sultan hamengkubuwono i rupa arsitek raja apabila sedang wisata kraton jogja apabila dari jalan malioboro pertama akan sambut gapura pangurakan berasitrektur jawa kental bahan bangun bangun hindia belanda masuk akan pasuk alun alun utara milik area cukup luas keliling dapat joglo joglo tutup sebut gedhong dan buka nama tratag area dapat beberapa pilih kuliner sangat pas kunjung anda pasuk kompleks kraton yogyakarta anda tidak rasa lapar
151,Desa Wisata Kelor,Yogyakarta,Taman Hiburan,"Desa wisata Kelor merupakan salah satu desa yang ada di kabupaten Sleman yang saat ini sedang dikembangkan menjadi desa wisata. Desa wisata Kelor ini menawarkan suasana pedesaan yang penduduknya bermata pencaharian sebagai petani, peternak, dan budidaya jamur. Banyak tanaman hijau yang membentang luas dengan pemandangan alam yang asri. Desa wisata Kelor ini memiliki masyarakat yang ramah dan memiliki lingkungan desa yang sangat nyaman. Desa Kelor ini juga memiliki sungai, dan air di sungai tersebut masih jernih dan indah.",desa wisata kelor rupa salah satu desa ada kabupaten sleman saat sedang kembang jadi desa wisata desa wisata kelor tawar suasana desa duduk mata cahari tani ternak budidaya jamur banyak tanam hijau bentang luas pandang alam asri desa wisata kelor milik masyarakat ramah milik lingkung desa sangat nyaman desa kelor juga milik sungai air sungai sebut jernih indah
152,Pantai Patihan,Yogyakarta,Bahari,"Pantai ini terletak di daerah Srigading, Sanden dan cukup dekat dengan Pantai Goa Cemara. Tempatnya juga asyik banget buat foto-foto, nggak beda jauh dengan Pandasari.",pantai letak daerah srigading sanden cukup dekat pantai goa cemara tempat asyik banget buat foto foto beda jauh pandasari
154,Pantai Ngrawe (Mesra),Yogyakarta,Bahari,"Kabupaten Gunungkidul jadi salah satu wilayah di Yogyakarta dengan koleksi pantai terbanyak. Tak terhitung jumlah pantai yang ada di sepanjang pesisir selatannya. Ada yang tetap alami, ada juga yang sengaja mendapat sentuhan agar lebih apik. Salah satunya adalah Pantai Ngrawe yang terletak di Kemadang, Gunungkidul. Sebagai pantai wisata, pantai yang juga terkenal dengan Pantai Mesra ini populer berkat kekuatan media sosial. Sementara pantai lainnya menawarkan keindahan alami, Pantai Ngrawe justru menyajikan konsep “taman” yang tidak biasa. Tertarik untuk mencoba berwisata di taman pinggir pantai? Pantai ini bisa jadi pilihan yang tepat!",kabupaten gunungkidul jadi salah satu wilayah yogyakarta koleksi pantai banyak tak hitung jumlah pantai panjang pesisir selatan tetap alami ada juga sengaja dapat sentuh lebih apik salah satu pantai ngrawe letak madang gunungkidul pantai wisata pantai juga kenal pantai mesra populer berkat kuat media sosial pantai lain tawar indah alami pantai ngrawe justru saji konsep taman tidak biasa tarik coba wisata taman pinggir pantai pantai bisa jadi pilih yang tepat
156,Pantai Pulang Sawal,Yogyakarta,Bahari,"Pantai Pulang Sawal yang ada di Kecamatan Tepus bisa dicoba. Wisatawan lebih akrab dengan nama Indrayanti untuk merujuk pantai ini. Tidak hanya pengunjung lokal, wisatawan mancanegara pun terpikat dengan pesonanya.",pantai pulang sawal ada camat tepus coba wisatawan lebih akrab nama indrayanti rujuk pantai tidak unjung lokal wisatawan mancanegara pikat pesona
160,Pasar Kebon Empring Bintaran,Yogyakarta,Pusat Perbelanjaan,"Pasar Kebon Empring merupakan salah satu objek wisata di Kecamatan Piyungan yang menawarkan kuliner tradisional seperti sego atau nasi wader, jangan lombok, sego lele, sego welut, sego wiwit, tengkleng, sego mentel, geblek hingga dawet batok dan seruni. Harga yang ditawarkan relatif murah, mulai dari Rp3.000 sampai Rp17.000. Pasar Kebon Pring mulai dibuka untuk kunjungan wisatawan pada 17 Mei 2018. Dinamakan Pasar Kebon Empring karena hampir sekeliling objek wisata tersebut adalah pohon bambu atau empring dalam bahasa jawa. Lokasi tersebut mulai menjadi objek wisata awalnya karena banyak orang yang berswafoto di jembatan Kali Gawe dalam lokasi pasar Kebon Empring. Setelah jembatan Kali Gawe diresmikan pada Februari 2018, empat bulan kemudian warga setempat memanfaatkannya dan mengembangkan menjadi lokasi wisata dengan menambah sarana dan prasarana penunjang wisata seperti taman, destinasi swafoto, bale di atas Kali Gawe.",pasar kebon empring rupa salah satu objek wisata camat piyungan tawar kuliner tradisional sego nasi wader jangan lombok sego lele sego welut sego wiwit tengkleng sego tel geblek hingga dawet batok seruni harga tawar relatif murah mulai rp rp pasar kebon pring mulai buka kunjung wisatawan mei nama pasar kebon empring hampir keliling objek wisata sebut pohon bambu empring bahasa jawa lokasi sebut mulai jadi objek wisata awal banyak orang berswafoto jembatan kali gawe lokasi pasar kebon empring jembatan kali gawe resmi februari empat bulan kemudian warga tempat manfaat kembang jadi lokasi wisata tambah sarana prasarana tunjang wisata taman destinasi swafoto bale atas kali gawe
161,"Bukit Paralayang, Watugupit",Yogyakarta,Cagar Alam,"Bukit Paralayang Parangtritis merupakan tempat wisata di Yogyakarta, tempat ini mensajikan pemandangan pantai parangtritis dari atas bukit dengan ketinggian 900 mdpl dan pemandangan matahari terbenam. selain itu di bukit paralayang parangtritis terdapat olahraga ekstrem paralayang, bagi wisatawan yang tertarik,terdapat ahli yang mendampingi. Awalnya bukit ini hanya perbukitan biasa. Kemudian pada tahun 1991 dibuat landasan beton pertama yang digunakan untuk olahraga paralayang. Kemudian dilanjutkan pembangunan fasilitas pendopo, tangga, dan area parkir pada tahun 1998",bukit paralayang parangtritis rupa tempat wisata yogyakarta tempat saji pandang pantai parangtritis atas bukit tinggi mdpl pandang matahari benam itu bukit paralayang parangtritis dapat olahraga ekstrem paralayang wisatawan tarik dapat ahli damping awal bukit hanya bukit biasa kemudian tahun buat landas beton pertama guna olahraga paralayang kemudian lanjut bangun fasilitas pendopo tangga area parkir tahun
162,Kampung Wisata Dipowinatan,Yogyakarta,Budaya,"Kampung Wisata Dipowinatan adalah sebuah kampung yang dikembangkan oleh Dinas Pariwisata Yogyakarta untuk tujuan pariwisata. Kampung tersebut merupakan salah satu dari 17 yang saat ini sedang dikembangkan oleh Pemerintah Kota Yogyakarta. Pepatnya, Kampung Dipowinatan terdapat di Kelurahan Keparakan, Kecamatan Mergangsan, Kota Yogyakarta. Keunggulan utama yang ditonjolkan oleh kampung itu adalah adanya konsep live in atau rekreasi yang berpadu dengan masyarakat sekitar sekaligus membaur dengan unsur budaya dan lokalitas masyarakat yang ada. Di dalam kampung tersebut, pengunjung akan disuguhi beberapa fasilitas unik seperti berkunjung ke rumah-rumah keluarga Jawa dengan mengenakan pakaian adat Jawa dan ditambah dengan adanya hiburan kesenian sekaligus sajian kuliner khas Jawa.",kampung wisata dipowinatan buah kampung kembang dinas pariwisata yogyakarta tuju pariwisata kampung sebut rupa salah satu ini sedang kembang perintah kota yogyakarta pepat kampung dipowinatan dapat lurah para camat mergangsan kota yogyakarta unggul utama tonjol kampung adalah ada konsep live in rekreasi padu masyarakat sekaligus baur unsur budaya lokalitas masyarakat yang ada dalam kampung sebut unjung suguh beberapa fasilitas unik kunjung rumah rumah keluarga jawa kena pakai adat jawa tambah ada hibur seni sekaligus saji kuliner khas jawa
163,Watu Mabur Mangunan,Yogyakarta,Cagar Alam,"Kawasan Tebing Watu Mabur ini terbilang belum lama dikenal oleh masyarakat. Hal ini memang terjadi karena dahulu potensi wisata di kawasan Mangunan belum dikembangkan sedemikian rupa. Dahulu Kawasan Tebing Watu Mabur merupakan kawasan yang digunakan untuk perkemahan. Area perkemahannya sendiri cukup luas yang bisa menampung puluhan tenda besar. Sampai sekarang kawasan perkemahannya masih ada, namun jarang digunakan untuk aktivitas perkemahan, karena di Yogyakarta begitu banyak spot untuk berkemah. Mengunjungi Tebing Watu Mabur tidak lengkap jika tidak mencoba beberapa spot fotonya yang sekarang sangat hits. Spot foto yang paling terkenal ialah jalan raya / landasan pacu yang ujungnya tepat menghadap jurang. Sehingga ketika anda foto di tempat ini seperti sedang berada di jalan yang tidak berujung.",kawasan tebing watu mabur bilang lama kenal masyarakat memang jadi potensi wisata kawasan mangun kembang demikian rupa dahulu kawasan tebing watu mabur rupa kawasan guna kemah area kemah sendiri cukup luas bisa tampung puluh tenda besar sekarang kawasan kemah ada jarang guna aktivitas kemah yogyakarta banyak spot kemah unjung tebing watu mabur lengkap tidak coba beberapa spot foto sekarang sangat hits spot foto paling kenal ialah jalan raya landas pacu ujung tepat hadap jurang ketika foto tempat ini seperti sedang ada di jalan tidak ujung
165,Green Village Gedangsari,Yogyakarta,Taman Hiburan,"Wisata Green Village Gedangsari Gunungkidul merupakan wisata alam cukup menakjubkan, pesona alam berupa hamparan pepohonan hijau rindang serta udara sejuk, bahkan sekarang telah hadir loh wahana flying fox terpanjang se Asia Tenggara. Berada di dataran tinggi, pengunjung dapat menyaksikan panorama kota Jogja, Klaten hingga kota Solo. Beberapa kegiatan liburan menyenangkan dapat dilakukan ketika liburan di Green Village Gunungkidul. Sepanjang jalan setapak berawal dari gerbang masuk hingga lokasi puncak, tak perlu heran kalau banyak pengunjung berswafoto di sepanjang jalan. Hal tersebut mengingat pesona alam masih asri, sehingga sangat cocok dijadikan background berswafoto bareng keluarga, teman atau pun bareng pasangan. Tentu saja banyak pengunjung membawa tongkat selfie bahkan ada juga menggunakan pesawat drone demi merekam momen keseruan dan keindahan alam Gunungkidul melalui jepretan kamera.",wisata green village gedangsari gunungkidul rupa wisata alam cukup takjub pesona alam upa hampar pohon hijau rindang udara sejuk bahkan sekarang hadir loh wahana flying fox panjang se asia tenggara ada datar tinggi unjung saksi panorama kota jogja klaten hingga kota solo beberapa giat libur senang laku libur green village gunungkidul panjang jalan setapak awal gerbang masuk hingga lokasi puncak tak perlu heran kalau banyak unjung berswafoto panjang jalan sebut ingat pesona alam asri sangat cocok jadi background berswafoto bareng keluarga teman pun bareng pasang saja banyak unjung bawa tongkat selfie bahkan juga guna pesawat drone rekam momen seru indah alam gunungkidul lalu jepret kamera
166,Kebun Teh Nglinggo,Yogyakarta,Cagar Alam,"Wisata Kebun Teh Nglinggo adalah satu-satunya kebun teh yang berada di Yogyakarta. Sebenarnya kebun teh ini merupakan tempat mata pencaharian penduduk di sekitar Pagerhajo. Kemudian warga mempunyai ide untuk menjadikannya sebagai tempat wisata. Dengan pesona alamnya Kebun Teh Nglinggo menjadi objek wisata yang cukup terkenal di Kulon Progo. Kebun Teh Nglinggo terletak di wilayah Perbukitan Menoreh. Lokasinya di Desa Wisata Nglinggo, Nglinggo Barat, Pagerharjo, Samigaluh, Kabupaten Kulon Progo, DIY. Wisata ini menawarkan objek wisata berupa hamparan perkebunan teh dengan luas sekitar 136 hektare di ketinggian 900-1000 mdpl . Di sana pengunjung dapat melihat para pemetik daun teh dan dapat pula ikut memanen daun teh. Jika kurang puas pengunjung juga dapat naik hingga Puncak Kendeng Gunung Kukusan, dan akan dimanjakan dengan pemandangan alam yang memikat mata juga udara sejuk pegunungan yang masih alami . Dari puncak tersebut pengunjung akan disajikan dengan pemandangan delapan gunung besar yang ada di Jogja dan Jawa Tengah . Pengunjung juga bisa menjelajahi Kebun Teh Nglinggo dengan jeep ataupun motor trail. Meskipun buka dari pukul 06.00-18.00 WIB, tetapi Kebun Teh Nglinggo dapat dijadikan objek wisata untuk berburu sunrise. Karena pengunjung dapat bermalam di home stay sekitar. Untuk harga tiket masuk objek wisata Kebun Teh Nglinggo sebesar Rp 5000 per orang.",wisata kebun teh nglinggo satu satu kebun teh ada yogyakarta benar kebun teh rupa tempat mata cahari duduk pagerhajo kemudian warga punya ide jadi tempat wisata pesona alam kebun teh nglinggo jadi objek wisata cukup kenal kulon progo kebun teh nglinggo letak wilayah bukit toreh lokasi desa wisata nglinggo nglinggo barat pagerharjo samigaluh kabupaten kulon progo diy wisata tawar objek wisata upa hampar kebun teh luas hektare tinggi mdpl sana unjung lihat petik daun teh ikut panen daun teh kurang puas unjung naik hingga puncak kendeng gunung kukus manja pandang alam mikat mata udara sejuk gunung masih alami puncak sebut unjung akan saji pandang delapan gunung besar ada jogja jawa tengah unjung bisa jajah kebun teh nglinggo jeep atau motor trail meski buka pukul wib kebun teh nglinggo dapat jadi objek wisata buru sunrise unjung dapat malam home stay sekitar untuk harga tiket masuk objek wisata kebun teh nglinggo besar rp per orang
167,Geoforest Watu Payung Turunan,Yogyakarta,Cagar Alam,"Bagi para pemburu keindahan matahari terbit yang tinggal atau berdomisili di Yogyakarta dan sekitarnya, Geoforest Watu Payung Turunan merupakan tujuan yang tepat. Keindahan matahari terbit, panorama alam, dan keunikan ornamen merupakan perpaduan sempurna yang tersaji di Geoforest Watu Payung Turunan. Tak hanya untuk memotret, obyek wisata ini juga pas untuk sekadar bersantai menikmati indahnya pagi.",para buru indah matahari terbit tinggal domisili yogyakarta sekitar geoforest watu payung turun rupa tuju tepat indah matahari terbit panorama alam uni ornamen rupa padu sempurna saji geoforest watu payung turun tak potret obyek wisata juga pas untuk sekadar santa nikmat indah pagi
