ID_Wisata,Nama_Wisata,Kota,Kategori,Deskripsi_Wisata
186,Pantai Glagah,Yogyakarta,Bahari,Pantai Glagah Indah adalah salah satu pantai yang menjadi objek wisata di provinsi Daerah Istimewa Yogyakarta. Pantai Glagah Indah merupakan salah satu pantai di Yogyakarta dengan hamparan pasir yang berwarna hitam dan banyak mengandung pasir besi. Pantai Glagah Indah memiliki akses yang baik
189,Pantai Nguluran,Yogyakarta,Bahari,"Di pantai Nguluran anda hanya bisa melihat hamparan laut luas serta spot foto. Semua fasilitas itu adanya di atas tebing. Sekitar belasan meter dari permukaan air pantai. Spot favorit di resort pantai ini adalah teras kaca. Teras kaca ini dapat dijadikan spot selfie dengan latar belakang pantai. Pengunjung akan mendapatkan foto yang sangat bagus dan indah untuk dipajang di IG, FB, atau media sosial lain. Apalagi jika foto diambil saat sunset. Saat berfoto di teras kaca, pengunjung akan merasakan sensasi yang menegangkan. Sensasi tegang ini timbul akibat teras kaca yang tepat berdiri di atas pinggir laut. Sensasi yang timbul seperti berjalan di atas seutas tali pada ketingian belasan meter di atas air laut. Namun tidak perlu kuatir, pihak pengelola menjamin keselematan para pengunjung, sepanjang tidak melanggar peraturan yang sudah di buat pihak pengelola."
190,Pantai Samas,Yogyakarta,Bahari,"Pantai Samas (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦱꦩꦱ꧀, translit. Pasisir Samas) merupakan salah satu pantai yang berada di deretan pantai sebelah timur Pantai Parangtritis. Lokasi Pantai Samas kurang lebih 14 km arah selatan Kota Bantul atau sekitar 35 km dari pusat Kota Yogyakarta, tepatnya di Desa Srigading, Kecamatan Sanden, Kabupaten Bantul, Daerah Istimewa Yogyakarta."
198,Pantai Greweng,Yogyakarta,Bahari,"Di Kabupaten Gunungkidul, tidak sulit memilih pantai yang masih sepi dan indah. Pantai Greweng yang berada di Kecamatan Girisubo adalah satu di antaranya. Tidak hanya cantik, pantai ini juga dikenal sebagai destinasi untuk berkemah. Namun, siapkan energi lebih untuk mencapai lokasinya yang terpencil."
199,Pantai Sedahan,Yogyakarta,Bahari,"Pantai Sedahan ini memiliki garis pantai yang cukup panjang dan cukup luas untuk dijadikan sebagai arena bermain. Pada kedua sisi pantai, terdapat tebing karang yang mengapit pantai ini dan menjorok ke tengah laut. Pantai Sedahan mempunyai deburan ombak yang khas laut selatan dan hamparan pasir putih dengan butiran butiran yang halus. Air Biru kehijauan yang bening, segar, dan berkilauan teritampa cahaya matahari akan menghipnotis siapa pun untuk bermain air dan menceburkan diri di pantai tersebut. Tetapi pengunjung harus tetap berhati hati karena pantai selatan selalu berarus dan berombak kuat, maka para pengunjung tidak disarankan untuk berenang terlalu jauh dari daratan. Pantai Sedahan ini juga dikenal oleh banyak orang sebagai lokasi memancing yang menyenangkan. Banyak pengunjung yang rela dan menyempatkan datang jauh jauh hanya untuk memancing ikan di Pantai Sedahan ini."
200,Pantai Watu Kodok,Yogyakarta,Bahari,"Pantai Watu Kodok merupakan salah satu pantai yang ada di Gunung Kidul. Pantai Watu Kodok ini memiliki pasir putih dan air laut yang masih berwarna biru yang sangat indah. Di pantai ini terdapat beberapa batu karang yang terjal, batu tersebut menjadi daya tarik para wisatawan dan keunikan bagi pantai itu sendiri. Dan suasana pantai yang masih alami juga menjadikan pantai ini menjadi daya tariknya, tetapi pantai ini masih tergolong pantai baru jadi masih belum banyak wisatawan. Pantai Watu Kodok ini sangat cocok bagi Anda yang ingin menghabiskan waktu liburan bersama keluarga."
201,Pantai Kesirat,Yogyakarta,Bahari,"Pada umumnya pantai identik dengan pasirnya bukan, namun pantai kesirat memiliki keunikan tersendiri yang akan anda temukan disini. Pantai kesirat tidak memiliki pasir namun anda akan menemukan tebing tebing yang memeiliki struktur yang cantik kemudian anda kana menikmati pantai di atasnya, tempat ini juga sangat cocok untuk menikmati sunset. Keindahan pantai ini membuat semua orang tidak bisa melupakannya seperti janji mantan hehee.. pantai kesirat memiliki spot spot foto yang instagramable banget cocok sekali untuk kamu yang suka berfoto. Keunikan lain yang menjadi ciri khas dari wisata Pantai Kesirat adalah hadirnya sebuah pohon yang tampak berdiri kokoh yang menjadi ikon dari tempat wisata ini. Banyak wisatawan yang memanfaatkan pohon ini sebagai latar belakang foto mereka."
203,Galaxy Waterpark Jogja,Yogyakarta,Taman Hiburan,"Galaxy Waterpark adalah taman rekreasi air yang berdiri di atas lahan seluas 2,5 hektar ini sangat cukup untuk menampung pengunjung di waktu liburan. Dengan lokasi yang sangat luas banyak wahana dan fasilitas yang bisa kamu nikmati. Di tempat ini juga tersedia beberapa kolam, dari kolam anak sampai kolam dewasa. Selain itu fasilitas yang disediakan pengelolapun juga terbilang lengkap untuk mendukung kenyamananmu saat berlibur."
204,Desa Wisata Pulesari,Yogyakarta,Taman Hiburan,"Desa Wisata Pulesari semakin menambah deretan profil desa wisata di Jogja yang lahir dari kesadaran masyarakat, atas potensi lokal yang dimiliki. Baik itu dari sisi ragam budaya, pesona alam sekitar, kazanah kuliner, maupun nilai sejarah, dan budaya yang ada. Semuanya dikemas dalam sebuah keseruan wisata. Lokasi Desa Wisata Pulesari berada di Kabupaten Sleman, Daerah Istimewa Yogyakarta (DIY), yang notabene sebagai kabupaten yang dianugerahi banyak sekali tempat wisata. Kehadiran Desa Wisata Pulesari seakan menjadi penambal dari puzle wisata yang belum lengkap. Dan inilah review Desa Wisata Pulosari sebagai referensi awal untuk menentukan lokasi liburan nanti."
205,Desa Wisata Tembi,Yogyakarta,Taman Hiburan,"Desa Wisata Tembi, merupakan satu dari sekian desa wisata yang sukses menata kawasannya, sehingga menjadi sebuah kawasan yang layak untuk dikunjungi. Potensi alam, sejarah, serta potensi budaya yang dimiliki Desa Wisata Tembi memang sangat pas untuk dijadikan sebuah desa wisata. Apalagi jarak Desa Wisata Tembi tidak jauh dari pusat kota Jogja. Ternyata, pesona keindahan Desa Wisata Tembi tidak hanya terbatas pada dua hal tersebut saja. Dan inilah info lengkap Desa Wisata Tembi, sebagai referensi awal menentukan lokasi wisata saat liburan nanti. Lokasi Desa Wisata Tembi terletak satu arah menuju Parangtritis. Alamat Desa Wisata Tembi berada di Desa Tembi, Kecamatan Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta."
206,Wisata Kaliurang,Yogyakarta,Cagar Alam,"Jogja selalu menarik untuk dikulik, terlebih tempat wisatanya. Berbagai wisata tersedia di Jogja, mulai dari wisata buatan hingga wisata alam. Seperti halnya Taman Wisata Kaliurang, yang memadukan unsur alam dengan taman rekreasi. Taman rekreasi ini berada di kawasan lereng Gunung Merapi. Bukan hal aneh jika objek wisata ini sangat sejuk. Menghabiskan waktu untuk berlibur di sini merupakan pilihan yang tepat."
208,Taman Sungai Mudal,Yogyakarta,Cagar Alam,"Taman Sungai Mudal, sebuah objek wisata alam terbuka yang terletak di Kabupaten Kulon Progo, yang menawarkan pesona sebuah kolam pemandian yang bersumber dari mata air alami. Mata airnya bersumber dari sebuah goa, sehingga kehadiran Taman Sungai Mudal menjadi mengesampingkan kesan angker dari sebuah goa. Apalagi ditambah dengan dukungan fasilitas yang membuat para wisatawan merasa nyaman saat berada di sana. Taman Sungai Mudal menjadi salah-satu wisata Kulon Progo yang selalu menjadi destinasi utama saat liburan tiba. Salah-satu alasan utamanya dikarenakan Taman Sungai Mudal mampu menjadi destinasi wisata keluarga yang menyenangkan."
209,Pantai Sanglen,Yogyakarta,Bahari,"Pantai Sanglen. Lokasinya berada di Desa Kemadang, Gunung Kidul. Pantai indah yang satu ini memang terdengar asing di telinga, namun ternyata pantai ini menyimpan keindahan yang sangat menenangkan. Keadaan ombaknya diam-diam menghanyutkan membuat kita harus berhati-hati jika ingin bermain air ketika sedang pasang, namun ketika surut kamu dapat bemain ombak di sekitar pantainya. Tak jauh dari area pantai terdapat sebuah bukit dengan hiasan pepohonan yang masih rindang serta berwarna hijau alam, kamu dapat naik ke atas bukit melalui tangga yang sudah disediakan."
210,Pantai Congot,Yogyakarta,Bahari,"Selain Pantai Glagah dan Pantai Trisik, ternyata masih ada satu lagi pantai yang berada di Kulon Progo. Yakni Pantai Congot, pantai yang satu ini terkenal sebagai surganya memancing ikan. Maka tak heran jika Pantai Congot banyak dikunjungi oleh mereka para mancing mania, selain itu masyarakat sekitar Pantai Congot menggantungkan hidupnya sebagai nelayan. Pantai Congot memang tak sepopuler pantai lain yang ada di Kulon Progo, mulai banyak dikunjungi wisatawan ketika dibukanya Hutan Mangrove Pasir Mendit. Karena memang lokasinya yang tak terlalu jauh dari Pantai Congot, yakni berada di sebelah barat pantai. Pantai Congot merupakan muara dari Sungai Bogowonto. Ini pulalah yang menyebabkan Pantai Congot menjadi spot favorite para pemancing, karena terdapat banyak jenis ikan yang ada mulai dari ikan air tawar, ikan air payau hingga ikan air asin."
